datetime,close,high,low,open,volume,symbol,currency,industry,sector,country,region,year,month,weekday,quarter_n,month_dt,quarter,growth_adj_1d,growth_adj_3d,growth_adj_7d,growth_adj_30d,growth_adj_90d,growth_adj_365d,SMA10,SMA22,30d_volatility,high_minus_low_relative,is_growing_moving_average,growth_adj_future_7d,is_positive_growth_7d,growth_adj_future_30d,is_positive_growth_30d,adx,adxr,apo,aroon_1,aroon_2,aroonosc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,macdhist_fix,mfi,minus_di,mom,plus_di,dm,ppo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,trix,ultosc,willr,ad,adosc,obv,atr,natr,ht_dcperiod,ht_dcphase,ht_phasor_inphase,ht_phasor_quadrature,ht_sine_sine,ht_sine_leadsine,ht_trendmod,avgprice,medprice,typprice,wclprice,cdl2crows,cdl3blackrows,cdl3inside,cdl3linestrike,cdl3outside,cdl3starsinsouth,cdl3whitesoldiers,cdlabandonedbaby,cdladvancedblock,cdlbelthold,cdlbreakaway,cdlclosingmarubozu,cdlconcealbabyswall,cdlcounterattack,cdldarkcloudcover,cdldoji,cdldojistar,cdldragonflydoji,cdlengulfing,cdleveningdojistar,cdleveningstar,cdlgapsidesidewhite,cdlgravestonedoji,cdlhammer,cdlhangingman,cdlharami,cdlharamicross,cdlhighwave,cdlhikkake,cdlhikkakemod,cdlhomingpigeon,cdlidentical3crows,cdlinneck,cdlinvertedhammer,cdlkicking,cdlkickingbylength,cdlladderbottom,cdllongleggeddoji,cdllongline,cdlmarubozu,cdlmatchinglow,cdlmathold,cdlmorningdojistar,cdlmorningstar,cdlonneck,cdlpiercing,cdlrickshawman,cdlrisefall3methods,cdlseparatinglines,cdlshootingstar,cdlshortline,cdlspinningtop,cdlstalledpattern,cdlsticksandwich,cdltakuru,cdltasukigap,cdlthrusting,cdltristar,cdlunique3river,cdlupsidegap2crows,cdlxsidegap3methods
2022-05-31T00:00:00.000000,794.3432006835938,804.8195744932475,793.0703836247329,793.0703836247329,4373090,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,2,2,2022-05-01T00:00:00.000000,2022-04-01,0.968427357227399,0.9995687448378028,0.9856639106439732,,,,811.2718322753906,,,0.014791076273333098,,0.9225763653775849,0,0.7961121356381738,0,NaN,NaN,NaN,NaN,NaN,NaN,0.10833231608073648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-62.6134033203125,NaN,NaN,NaN,-7.306484719035677,-0.07306484719035679,0.9269351528096432,92.69351528096432,NaN,52.05385826146372,43.46217169587169,25.46351488238555,52.05385826146372,NaN,NaN,NaN,NaN,NaN,-52945046.26226305,-5709193.601731539,29272071.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,796.3258856065768,798.9449790589902,797.4110529338581,796.644089871292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01T00:00:00.000000,793.4619750976562,800.364612153557,791.601662808789,794.4410742476981,1670031,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,3,2,2022-06-01T00:00:00.000000,2022-04-01,0.9988906236181299,0.986368023604702,0.9879312036354426,,,,804.8146667480469,,,0.011043943654249459,,0.9019714051485733,0,0.8023350083955793,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.11173169118299664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.5716552734375,NaN,NaN,NaN,-7.525538975146073,-0.07525538975146079,0.9247446102485393,92.47446102485392,NaN,46.5278495825301,49.50324944789484,23.267224785562775,46.5278495825301,NaN,NaN,NaN,NaN,NaN,-53906005.676919654,-5412259.2687082365,27602040.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,794.967331076925,795.983137481173,795.1427500200007,794.7225562894146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0
2022-06-02T00:00:00.000000,788.8602294921875,796.79090902898,787.1957489169612,793.0214010505172,1565763,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,4,2,2022-06-01T00:00:00.000000,2022-04-01,0.9942004207512245,0.9617427663653157,0.992669199871522,,,,801.3731323242188,,,0.012163320894241906,,0.8836081624262181,0,0.8361981862619785,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.43367400957879104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-34.41534423828125,NaN,NaN,NaN,-4.180294586214517,-0.04180294586214512,0.9581970541378548,95.81970541378548,NaN,17.758740885378696,38.78014957645751,4.545482988187713,17.758740885378696,NaN,NaN,NaN,NaN,NaN,-54928540.20162957,-5124114.456814751,26036277.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,791.4670721221614,791.9933289729706,790.9489624793763,790.4267792325791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2022-06-03T00:00:00.000000,783.524169921875,793.8047119827056,783.2793951109029,791.7486274743296,2052785,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,5,2,2022-06-01T00:00:00.000000,2022-04-01,0.9932357350886513,0.9863799038596817,0.9740141445810758,,,,798.8372619628906,,,0.013433302093095855,,0.8724108223882306,0,0.8610972192686346,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.7813976199127947,-96.29865086223509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.72179186513642,-25.35870361328125,NaN,23.008743364006364,NaN,-3.135027881410457,-0.03135027881410459,0.9686497211858954,96.86497211858955,NaN,9.472190892486134,24.586260453464984,0.6038649037078665,9.472190892486134,NaN,NaN,NaN,NaN,-99.78982766279911,-56885846.82953657,-5163187.82839103,23983492.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,788.0892261224533,788.5420535468043,786.8694256718278,786.0331117343396,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06T00:00:00.000000,761.1027221679688,784.943823009626,758.899749017314,783.5241172495321,3033514,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,1,2,2022-06-01T00:00:00.000000,2022-04-01,0.9713838467087214,0.9592176387208664,0.927902066982379,,,,794.9698181152344,,,0.03421886853607175,,0.8367378827202887,0,0.8941604318251473,0,NaN,NaN,NaN,100.0,0.0,-100.0,-0.8609019882289496,-165.5306095374288,-59.40532263701878,70.49887630145972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.872625734311924,123.47845282550131,-38.6744384765625,7.26098485108214,21.365261695148767,NaN,-4.835651776476735,-0.04835651776476739,0.9516434822352327,95.16434822352326,20.297338681490608,3.3155938409476633,10.182175206270836,4.797433630947364,3.3155938409476633,NaN,NaN,NaN,NaN,-98.05867323528751,-59406173.07741238,-5511713.665778995,20949978.0,22.491318785271055,2.9550963529870833,NaN,NaN,NaN,NaN,NaN,NaN,0,772.1176028611102,771.92178601347,768.3154313983028,766.5122540907194,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07T00:00:00.000000,737.26171875,756.7458172927339,736.0867877244,756.7458172927339,3774512,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,2,2,2022-06-01T00:00:00.000000,2022-04-01,0.9686757086480277,0.9345910608582677,0.9281400257666073,,,,788.1063293457031,,,0.028021296973563974,,0.8832863617558757,0,0.921280693049678,0,NaN,NaN,NaN,100.0,0.0,-100.0,-0.9431274822607861,-236.46547055068177,-64.9780211532123,74.77708502641167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.994485071005982,137.47152463087951,-68.6348876953125,6.651955706171421,19.83917157406671,NaN,-8.516587257768782,-0.0851658725776878,0.9148341274223122,91.48341274223122,17.51098942339385,2.4097311194893467,5.065838617641053,1.8278948238127632,2.4097311194893467,NaN,NaN,NaN,NaN,-98.95832295871541,-62751353.076058626,-6217602.992845237,17175466.0,22.67164847514946,3.075115376068678,NaN,NaN,NaN,NaN,NaN,NaN,0,746.710035264967,746.416302508567,743.3647745890447,741.8390106292835,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08T00:00:00.000000,722.6241455078125,737.1638043406336,720.7148901346777,737.1638043406336,4103499,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,3,2,2022-06-01T00:00:00.000000,2022-04-01,0.9801460283778127,0.9222742236271603,0.9107230947253329,,,,780.0532348632812,,,0.02276275198968991,,0.930594872191377,0,0.957703782805398,0,NaN,NaN,NaN,100.0,0.0,-100.0,-0.8839281821748777,-217.64034487159373,-67.89232326213809,77.17865452036413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.60419689322689,143.0240276041104,-80.53094482421875,6.27692061665021,18.422087890204804,NaN,-10.026823684940666,-0.10026823684940671,0.8997317631505933,89.97317631505933,16.05383836893096,3.0449987618495133,2.92344124076218,2.509667830788367,3.0449987618495133,NaN,NaN,NaN,NaN,-98.38441500058859,-65902250.89931148,-6943697.661966868,13071967.0,22.234161342304663,3.076863882908308,NaN,NaN,NaN,NaN,NaN,NaN,0,729.4166610809394,728.9393472376557,726.8342799943747,725.7817463727341,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-09T00:00:00.000000,706.6159057617188,720.6170123930035,705.0493111834417,714.6445311669049,3729113,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,4,2,2022-06-01T00:00:00.000000,2022-04-01,0.9778470732736945,0.9284106930388495,0.8957428443522728,,,,771.2462341308594,,,0.02203134840671348,,0.9217896704775767,0,0.9951267462601066,0,NaN,NaN,NaN,100.0,0.0,-100.0,-0.5157232462975915,-184.87061389007428,-70.75819799466228,79.33779184662636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.456317519973965,148.47360458362428,-88.07000732421875,5.896653050834577,17.10622446947589,NaN,-11.082366740618799,-0.11082366740618799,0.889176332593812,88.9176332593812,14.620901002668854,2.0342107441768493,2.496313541838575,1.7650695779293717,2.0342107441768493,NaN,NaN,NaN,NaN,-98.79333623131623,-68880834.56566852,-7557222.314815059,9342854.0,21.901352269595105,3.0994706022058556,NaN,NaN,NaN,NaN,NaN,NaN,0,711.7316901262673,712.8331617882226,710.7607431127213,709.7245337749707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10T00:00:00.000000,694.86669921875,704.7066340148224,693.251161669773,698.0977145572328,3464178,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,5,2,2022-06-01T00:00:00.000000,2022-04-01,0.9833725699532573,0.9424966488113214,0.8868478164343482,,,,760.2901123046875,,,0.01648585600364646,,0.9157435478827959,0,1.0110088899514083,1,NaN,NaN,NaN,100.0,0.0,-100.0,-0.28204994444241804,-158.43458444285585,-72.68525728845525,80.81030512057634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.37012488693451,149.66649662703412,-109.56121826171875,5.61792989240219,15.884351293084755,NaN,-13.619768270210342,-0.13619768270210347,0.8638023172978966,86.38023172978966,13.657371355772376,2.012214123223718,2.3638078764166988,1.7619049609533706,2.012214123223718,NaN,NaN,NaN,NaN,-98.76310081096022,-71367923.2817406,-7912535.872019984,5878676.0,21.291594542620153,3.064126481605557,NaN,NaN,NaN,NaN,NaN,NaN,0,697.7305523651445,698.9788978422977,697.6081649677817,696.9227985305238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13T00:00:00.000000,654.2830810546875,676.4597032164484,653.0592069786405,676.4597032164484,7781730,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,6,1,2,2022-06-01T00:00:00.000000,2022-04-01,0.941595102759002,0.9054265417534597,0.8596514793574643,,,,743.694384765625,,,0.03576509452160498,,0.9896431527228984,0,1.0703901217849303,1,NaN,NaN,NaN,100.0,7.142857142857143,-92.85714285714286,-0.9476987981960154,-170.47794695564446,-78.06295095755753,84.78761704157309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.17808925979991,179.1679872733784,-165.957275390625,4.84622813725573,14.74975477215013,NaN,-20.2327615419749,-0.20232761541974897,0.797672384580251,79.7672384580251,10.968524521221234,1.569111128000756,1.8718453318004464,1.1803588451194795,1.569111128000756,NaN,NaN,NaN,NaN,-99.28346226824843,-78335665.61951236,-9555578.900893018,-1903054.0,22.757015806726535,3.478160518844964,NaN,NaN,NaN,NaN,NaN,NaN,0,665.0654236165562,664.7594550975444,661.2673304165921,659.521268076116,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
